Site;X;Y;CellName;AZIMUT
S00001;121650;487010;08L000011;90
S00001;121650;487010;08L000012;210
S00001;121650;487010;08L000013;330
S00003;121290;485650;08L000031;90
S00003;121290;485650;08L000032;210
S00003;121290;485650;08L000033;330
S00004;120489;486149;08L000041;90
S00004;120489;486149;08L000042;210
S00004;120489;486149;08L000043;330
S00007;118765;483690;08L000071;90
S00007;118765;483690;08L000072;210
S00007;118765;483690;08L000073;330
S00009;118320;489950;08L000091;90
S00009;118320;489950;08L000092;210
S00009;118320;489950;08L000093;330
S00010;118977;486292;08L000101;90
S00010;118977;486292;08L000102;210
S00010;118977;486292;08L000103;330
S00011;121320;491000;08L000111;90
S00011;121320;491000;08L000112;210
S00011;121320;491000;08L000113;330
S00013;124190;486880;08L000131;90
S00013;124190;486880;08L000132;210
S00013;124190;486880;08L000133;330
S00014;126110;489307;08L000141;130
S00014;126110;489307;08L000142;250
S00014;126110;489307;08L000143;350
S00015;122576;489495;08L000151;90
S00015;122576;489495;08L000152;210
S00015;122576;489495;08L000153;330
S00019;163360;378164;08L000191;50
S00019;163360;378164;08L000192;170
S00019;163360;378164;08L000193;290
S00020;125409;480903;08L000201;60
S00020;125409;480903;08L000202;200
S00020;125409;480903;08L000203;300
S00021;158493;382296;08L000211;60
S00021;158493;382296;08L000212;180
S00021;158493;382296;08L000213;300
S00023;102885;397981;08L000231;90
S00023;102885;397981;08L000232;210
S00023;102885;397981;08L000233;330
S00026;92474;437279;08L000261;40
S00026;92474;437279;08L000262;160
S00026;92474;437279;08L000263;250
S00027;109912;478449;08L000271;60
S00027;109912;478449;08L000272;210
S00027;109912;478449;08L000273;330
S00029;90951;437429;08L000291;60
S00029;90951;437429;08L000292;180
S00029;90951;437429;08L000293;300
S00031;93701;433848;08L000311;60
S00031;93701;433848;08L000312;180
S00031;93701;433848;08L000313;300
S00032;92717;433600;08L000321;60
S00032;92717;433600;08L000322;180
S00032;92717;433600;08L000323;300
S00033;93809;438288;08L000331;60
S00033;93809;438288;08L000332;180
S00033;93809;438288;08L000333;300
S00034;94780;432240;08L000341;60
S00034;94780;432240;08L000342;180
S00034;94780;432240;08L000343;300
S00035;93205;431759;08L000351;60
S00035;93205;431759;08L000352;180
S00035;93205;431759;08L000353;300
S00036;87411;435328;08L000361;60
S00036;87411;435328;08L000362;180
S00036;87411;435328;08L000363;300
S00037;91460;439630;08L000371;60
S00037;91460;439630;08L000372;180
S00037;91460;439630;08L000373;300
S00038;97650;440817;08L000381;60
S00038;97650;440817;08L000382;180
S00038;97650;440817;08L000383;300
S00039;68995;444580;08L000391;145
S00039;68995;444580;08L000392;265
S00039;68995;444580;08L000393;25
S00040;103261;476441;08L000401;60
S00040;103261;476441;08L000402;180
S00040;103261;476441;08L000403;300
S00043;81230;429970;08L000431;60
S00043;81230;429970;08L000432;180
S00043;81230;429970;08L000433;300
S00045;100548;439154;08L000451;90
S00045;100548;439154;08L000452;200
S00045;100548;439154;08L000453;310
S00047;96904;429978;08L000471;140
S00047;96904;429978;08L000472;260
S00047;96904;429978;08L000473;20
S00048;71965;437725;08L000481;40
S00048;71965;437725;08L000482;160
S00048;71965;437725;08L000483;310
S00049;84100;439100;08L000491;60
S00049;84100;439100;08L000492;180
S00049;84100;439100;08L000493;300
S00050;68100;441030;08L000501;140
S00050;68100;441030;08L000502;260
S00050;68100;441030;08L000503;20
S00053;81320;454780;08L000531;120
S00053;81320;454780;08L000532;240
S00053;81320;454780;08L000533;340
S00054;82891;454030;08L000541;120
S00054;82891;454030;08L000542;240
S00054;82891;454030;08L000543;0
S00055;82990;452609;08L000551;120
S00055;82990;452609;08L000552;240
S00055;82990;452609;08L000553;0
S00056;80178;454539;08L000561;120
S00056;80178;454539;08L000562;240
S00056;80178;454539;08L000563;0
S00057;80319;451900;08L000571;120
S00057;80319;451900;08L000572;240
S00057;80319;451900;08L000573;0
S00058;81606;449966;08L000581;140
S00058;81606;449966;08L000582;240
S00058;81606;449966;08L000583;30
S00059;79422;456528;08L000591;120
S00059;79422;456528;08L000592;240
S00059;79422;456528;08L000593;0
S00061;97427;433559;08L000611;60
S00061;97427;433559;08L000612;180
S00061;97427;433559;08L000613;300
S00062;136295;455884;08L000621;60
S00062;136295;455884;08L000622;180
S00062;136295;455884;08L000623;320
S00064;136969;453785;08L000641;60
S00064;136969;453785;08L000642;180
S00064;136969;453785;08L000643;300
S00065;135171;455151;08L000651;60
S00065;135171;455151;08L000652;180
S00065;135171;455151;08L000653;300
S00066;85268;459385;08L000661;75
S00066;85268;459385;08L000662;195
S00066;85268;459385;08L000663;315
S00067;139412;455462;08L000671;60
S00067;139412;455462;08L000672;180
S00067;139412;455462;08L000673;270
S00069;133115;457350;08L000691;60
S00069;133115;457350;08L000692;180
S00069;133115;457350;08L000693;300
S00070;125206;524057;08L000701;60
S00070;125206;524057;08L000702;180
S00070;125206;524057;08L000703;300
S00071;103625;488213;08L000711;90
S00071;103625;488213;08L000712;210
S00071;103625;488213;08L000713;330
S00072;104076;489019;08L000721;90
S00072;104076;489019;08L000722;210
S00072;104076;489019;08L000723;330
S00073;104661;492924;08L000731;90
S00073;104661;492924;08L000732;210
S00073;104661;492924;08L000733;330
S00074;103524;491371;08L000741;110
S00074;103524;491371;08L000742;250
S00074;103524;491371;08L000743;350
S00075;176470;317780;08L000751;30
S00075;176470;317780;08L000752;150
S00075;176470;317780;08L000753;270
S00076;177690;321530;08L000761;60
S00076;177690;321530;08L000762;180
S00076;177690;321530;08L000763;300
S00077;119950;487370;08L000771;90
S00077;119950;487370;08L000772;210
S00077;119950;487370;08L000773;330
S00078;119821;484455;08L000781;90
S00078;119821;484455;08L000782;210
S00078;119821;484455;08L000783;330
S00079;174170;316760;08L000791;30
S00079;174170;316760;08L000792;150
S00079;174170;316760;08L000793;270
S00080;178032;316568;08L000801;60
S00080;178032;316568;08L000802;180
S00080;178032;316568;08L000803;300
S00082;227668;525805;08L000821;60
S00082;227668;525805;08L000822;180
S00082;227668;525805;08L000823;300
S00083;113073;558108;08L000831;120
S00083;113073;558108;08L000832;240
S00083;113073;558108;08L000833;0
S00085;116440;488060;08L000851;90
S00085;116440;488060;08L000852;210
S00085;116440;488060;08L000853;330
S00086;119346;479423;08L000861;120
S00086;119346;479423;08L000862;240
S00086;119346;479423;08L000863;0
S00087;135760;457240;08L000871;60
S00087;135760;457240;08L000872;180
S00087;135760;457240;08L000873;300
S00088;121326;486732;08L000881;90
S00088;121326;486732;08L000882;210
S00088;121326;486732;08L000883;330
S00090;199860;323800;08L000901;70
S00090;199860;323800;08L000902;190
S00090;199860;323800;08L000903;300
S00091;191796;321013;08L000911;60
S00091;191796;321013;08L000912;180
S00091;191796;321013;08L000913;300
S00093;202690;322750;08L000931;140
S00093;202690;322750;08L000932;260
S00093;202690;322750;08L000933;20
S00096;200600;324830;08L000961;60
S00096;200600;324830;08L000962;180
S00096;200600;324830;08L000963;300
S00097;103603;431866;08L000971;30
S00097;103603;431866;08L000972;150
S00097;103603;431866;08L000973;270
S00099;60146;424607;08L000991;90
S00099;60146;424607;08L000993;300
S00101;186530;319960;08L001011;60
S00101;186530;319960;08L001012;180
S00101;186530;319960;08L001013;300
S00104;118907;487187;08L001041;90
S00104;118907;487187;08L001042;210
S00104;118907;487187;08L001043;330
S00105;184190;328647;08L001051;70
S00105;184190;328647;08L001052;190
S00105;184190;328647;08L001053;320
S00106;192973;326142;08L001061;110
S00106;192973;326142;08L001062;230
S00106;192973;326142;08L001063;350
S00107;99627;402884;08L001071;70
S00107;99627;402884;08L001072;190
S00107;99627;402884;08L001073;310
S00108;185899;330813;08L001081;40
S00108;185899;330813;08L001082;150
S00108;185899;330813;08L001083;270
S00109;121973;484330;08L001091;90
S00109;121973;484330;08L001092;210
S00109;121973;484330;08L001093;300
S00110;120788;484676;08L001101;90
S00110;120788;484676;08L001102;210
S00110;120788;484676;08L001103;330
S00111;188520;334700;08L001111;90
S00111;188520;334700;08L001112;210
S00111;188520;334700;08L001113;10
S00112;118710;485488;08L001121;90
S00112;118710;485488;08L001121c;90
S00112;118710;485488;08L001122;210
S00112;118710;485488;08L001122c;210
S00112;118710;485488;08L001123;330
S00112;118710;485488;08L001123c;330
S00113;122472;487045;08L001131;90
S00113;122472;487045;08L001132;210
S00113;122472;487045;08L001133;330
S00114;159233;384070;08L001141;60
S00114;159233;384070;08L001142;180
S00114;159233;384070;08L001143;300
S00115;186200;446930;08L001151;30
S00115;186200;446930;08L001152;150
S00115;186200;446930;08L001153;270
S00116;200398;361046;08L001161;50
S00116;200398;361046;08L001162;170
S00116;200398;361046;08L001163;300
S00120;177750;362880;08L001201;60
S00120;177750;362880;08L001202;180
S00120;177750;362880;08L001203;300
S00121;210552;377048;08L001211;90
S00121;210552;377048;08L001212;210
S00121;210552;377048;08L001213;330
S00122;206925;378391;08L001221;90
S00122;206925;378391;08L001222;210
S00122;206925;378391;08L001223;330
S00123;210080;376100;08L001231;70
S00123;210080;376100;08L001232;190
S00123;210080;376100;08L001233;300
S00125;195410;393772;08L001251;30
S00125;195410;393772;08L001252;150
S00125;195410;393772;08L001253;270
S00128;161858;382592;08L001281;60
S00128;161858;382592;08L001282;180
S00128;161858;382592;08L001283;300
S00132;159810;387870;08L001321;60
S00132;159810;387870;08L001322;180
S00132;159810;387870;08L001323;300
S00133;162125;387620;08L001331;60
S00133;162125;387620;08L001332;180
S00133;162125;387620;08L001333;300
S00134;174516;387899;08L001341;60
S00134;174516;387899;08L001342;180
S00134;174516;387899;08L001343;315
S00135;176778;387034;08L001351;60
S00135;176778;387034;08L001352;180
S00135;176778;387034;08L001353;320
S00136;173085;386750;08L001361;60
S00136;173085;386750;08L001362;180
S00136;173085;386750;08L001363;300
S00137;157945;381635;08L001371;70
S00137;157945;381635;08L001372;190
S00137;157945;381635;08L001373;310
S00138;156144;381271;08L001381;60
S00138;156144;381271;08L001382;180
S00138;156144;381271;08L001383;300
S00139;154339;378383;08L001391;60
S00139;154339;378383;08L001392;180
S00139;154339;378383;08L001393;300
S00140;157580;368880;08L001401;60
S00140;157580;368880;08L001402;180
S00140;157580;368880;08L001403;300
S00142;183005;386650;08L001421;60
S00142;183005;386650;08L001422;180
S00142;183005;386650;08L001423;280
S00143;167281;380896;08L001431;60
S00143;167281;380896;08L001432;180
S00143;167281;380896;08L001433;300
S00144;155625;390625;08L001441;60
S00144;155625;390625;08L001442;180
S00144;155625;390625;08L001443;300
S00145;166472;386833;08L001451;120
S00145;166472;386833;08L001451c;120
S00145;166472;386833;08L001452;240
S00145;166472;386833;08L001452c;240
S00145;166472;386833;08L001453;0
S00145;166472;386833;08L001453c;0
S00146;177905;309010;08L001461;60
S00146;177905;309010;08L001462;190
S00146;177905;309010;08L001463;320
S00147;189320;309300;08L001471;90
S00147;189320;309300;08L001473;270
S00148;189260;318580;08L001481;60
S00148;189260;318580;08L001481c;40
S00148;189260;318580;08L001482;180
S00148;189260;318580;08L001482c;160
S00148;189260;318580;08L001483;300
S00148;189260;318580;08L001483c;280
S00150;182400;326150;08L001501;120
S00150;182400;326150;08L001502;240
S00150;182400;326150;08L001503;0
S00152;184477;338598;08L001521;60
S00152;184477;338598;08L001522;180
S00152;184477;338598;08L001523;290
S00154;197270;356690;08L001541;120
S00154;197270;356690;08L001542;240
S00154;197270;356690;08L001543;0
S00157;172213;367907;08L001571;60
S00157;172213;367907;08L001572;180
S00157;172213;367907;08L001573;300
S00160;174253;381730;08L001601;120
S00160;174253;381730;08L001602;250
S00160;174253;381730;08L001603;0
S00161;180719;380997;08L001611;60
S00161;180719;380997;08L001612;180
S00161;180719;380997;08L001613;300
S00164;149620;375140;08L001641;50
S00164;149620;375140;08L001642;160
S00164;149620;375140;08L001643;270
S00165;143467;370534;08L001651;70
S00165;143467;370534;08L001652;220
S00165;143467;370534;08L001653;320
S00166;154914;388637;08L001661;80
S00166;154914;388637;08L001662;200
S00166;154914;388637;08L001663;320
S00167;151033;390581;08L001671;90
S00167;151033;390581;08L001671c;90
S00167;151033;390581;08L001672;210
S00167;151033;390581;08L001672c;210
S00167;151033;390581;08L001673;330
S00167;151033;390581;08L001673c;330
S00168;140362;394279;08L001681;120
S00168;140362;394279;08L001682;295
S00168;140362;394279;08L001683;0
S00169;134231;396088;08L001691;60
S00169;134231;396088;08L001692;180
S00169;134231;396088;08L001693;300
S00170;135000;397777;08L001701;60
S00170;135000;397777;08L001702;180
S00170;135000;397777;08L001703;300
S00171;134230;394400;08L001711;60
S00171;134230;394400;08L001712;180
S00171;134230;394400;08L001713;300
S00172;132220;395160;08L001721;60
S00172;132220;395160;08L001722;180
S00172;132220;395160;08L001723;270
S00173;131448;398682;08L001731;60
S00173;131448;398682;08L001732;180
S00173;131448;398682;08L001733;300
S00174;112819;400720;08L001741;120
S00174;112819;400720;08L001742;240
S00174;112819;400720;08L001743;0
S00175;115960;400030;08L001751;60
S00175;115960;400030;08L001752;180
S00175;115960;400030;08L001753;300
S00179;113460;402270;08L001791;60
S00179;113460;402270;08L001792;180
S00179;113460;402270;08L001793;300
S00180;83589;378024;08L001801;120
S00180;83589;378024;08L001802;240
S00180;83589;378024;08L001803;0
S00181;90731;393081;08L001811;60
S00181;90731;393081;08L001812;180
S00181;90731;393081;08L001813;290
S00182;118640;406115;08L001821;120
S00182;118640;406115;08L001822;240
S00182;118640;406115;08L001823;0
S00183;118963;404429;08L001831;120
S00183;118963;404429;08L001832;240
S00183;118963;404429;08L001833;0
S00184;80156;390033;08L001841;60
S00184;80156;390033;08L001842;180
S00184;80156;390033;08L001843;300
S00186;124550;395765;08L001861;60
S00186;124550;395765;08L001862;180
S00186;124550;395765;08L001863;300
S00187;99417;396988;08L001871;60
S00187;99417;396988;08L001872;180
S00187;99417;396988;08L001873;300
S00189;28025;386560;08L001891;60
S00189;28025;386560;08L001892;180
S00189;28025;386560;08L001893;300
S00190;23332;372994;08L001901;60
S00190;23332;372994;08L001902;180
S00190;23332;372994;08L001903;300
S00192;47271;372695;08L001921;90
S00192;47271;372695;08L001922;210
S00192;47271;372695;08L001923;330
S00193;46699;369472;08L001931;90
S00193;46699;369472;08L001932;210
S00193;46699;369472;08L001933;330
S00194;50686;392386;08L001941;60
S00194;50686;392386;08L001942;150
S00194;50686;392386;08L001943;300
S00195;35184;391385;08L001951;60
S00195;35184;391385;08L001952;180
S00195;35184;391385;08L001953;300
S00196;112435;474740;08L001961;90
S00196;112435;474740;08L001962;210
S00196;112435;474740;08L001963;330
S00197;55219;389311;08L001971;30
S00197;55219;389311;08L001972;150
S00197;55219;389311;08L001973;270
S00198;66282;382548;08L001981;120
S00198;66282;382548;08L001982;250
S00198;66282;382548;08L001983;0
S00199;74669;384813;08L001991;110
S00199;74669;384813;08L001992;230
S00199;74669;384813;08L001993;350
S00200;78605;387477;08L002001;60
S00200;78605;387477;08L002002;180
S00200;78605;387477;08L002003;300
S00201;80698;381551;08L002011;60
S00201;80698;381551;08L002012;180
S00201;80698;381551;08L002013;300
S00202;104307;386577;08L002021;120
S00202;104307;386577;08L002022;240
S00202;104307;386577;08L002023;0
S00204;110445;393200;08L002041;80
S00204;110445;393200;08L002042;190
S00204;110445;393200;08L002043;340
S00205;107790;404860;08L002051;60
S00205;107790;404860;08L002052;180
S00205;107790;404860;08L002053;300
S00207;101475;419026;08L002071;40
S00207;101475;419026;08L002072;160
S00207;101475;419026;08L002073;280
S00208;105289;425079;08L002081;90
S00208;105289;425079;08L002082;210
S00208;105289;425079;08L002083;330
S00209;107140;423200;08L002091;90
S00209;107140;423200;08L002092;210
S00209;107140;423200;08L002093;330
S00210;103573;422399;08L002101;90
S00210;103573;422399;08L002102;210
S00210;103573;422399;08L002103;330
S00211;93648;463804;08L002111;90
S00211;93648;463804;08L002112;210
S00211;93648;463804;08L002113;330
S00212;92681;462513;08L002121;90
S00212;92681;462513;08L002122;210
S00212;92681;462513;08L002123;330
S00214;84135;447416;08L002141;120
S00214;84135;447416;08L002142;240
S00214;84135;447416;08L002143;20
S00218;192249;438834;08L002181;90
S00218;192249;438834;08L002182;210
S00218;192249;438834;08L002183;330
S00219;81967;436875;08L002191;60
S00219;81967;436875;08L002192;180
S00219;81967;436875;08L002193;300
S00222;93784;435559;08L002221;60
S00222;93784;435559;08L002222;180
S00222;93784;435559;08L002223;300
S00223;82080;429025;08L002231;60
S00223;82080;429025;08L002232;180
S00223;82080;429025;08L002233;300
S00224;108554;447513;08L002241;130
S00224;108554;447513;08L002242;250
S00224;108554;447513;08L002243;10
S00225;108089;448993;08L002251;120
S00225;108089;448993;08L002252;240
S00225;108089;448993;08L002253;0
S00226;104293;461249;08L002261;60
S00226;104293;461249;08L002262;180
S00226;104293;461249;08L002263;300
S00227;101765;436415;08L002271;60
S00227;101765;436415;08L002272;180
S00227;101765;436415;08L002273;300
S00228;164834;375174;08L002281;60
S00228;164834;375174;08L002282;170
S00228;164834;375174;08L002283;320
S00229;86693;457031;08L002291;90
S00229;86693;457031;08L002292;210
S00229;86693;457031;08L002293;330
S00230;100709;430516;08L002301;60
S00230;100709;430516;08L002302;180
S00230;100709;430516;08L002303;300
S00231;104810;430920;08L002311;60
S00231;104810;430920;08L002312;180
S00231;104810;430920;08L002313;330
S00233;135098;458826;08L002331;60
S00233;135098;458826;08L002332;180
S00233;135098;458826;08L002333;300
S00234;89630;468820;08L002341;40
S00234;89630;468820;08L002342;170
S00234;89630;468820;08L002343;270
S00235;84508;453557;08L002351;110
S00235;84508;453557;08L002352;225
S00235;84508;453557;08L002353;345
S00236;69335;427505;08L002361;60
S00236;69335;427505;08L002362;180
S00236;69335;427505;08L002363;300
S00237;154507;452535;08L002371;140
S00237;154507;452535;08L002372;260
S00237;154507;452535;08L002373;20
S00240;125149;428439;08L002401;40
S00240;125149;428439;08L002402;160
S00240;125149;428439;08L002403;280
S00241;127056;427360;08L002411;60
S00241;127056;427360;08L002412;180
S00241;127056;427360;08L002413;300
S00243;107610;427250;08L002431;130
S00243;107610;427250;08L002432;250
S00243;107610;427250;08L002433;10
S00246;75509;443376;08L002461;60
S00246;75509;443376;08L002462;180
S00246;75509;443376;08L002463;300
S00249;104340;451600;08L002491;60
S00249;104340;451600;08L002492;180
S00249;104340;451600;08L002493;300
S00250;105135;444340;08L002501;60
S00250;105135;444340;08L002502;180
S00250;105135;444340;08L002503;300
S00251;113605;426503;08L002511;60
S00251;113605;426503;08L002512;180
S00251;113605;426503;08L002513;300
S00252;96474;464124;08L002521;90
S00252;96474;464124;08L002522;210
S00252;96474;464124;08L002523;330
S00253;94926;461844;08L002531;120
S00253;94926;461844;08L002532;240
S00253;94926;461844;08L002533;0
S00255;133774;433411;08L002551;60
S00255;133774;433411;08L002552;180
S00255;133774;433411;08L002553;300
S00256;155791;463228;08L002561;120
S00256;155791;463228;08L002562;240
S00256;155791;463228;08L002563;0
S00257;156377;464156;08L002571;120
S00257;156377;464156;08L002572;240
S00257;156377;464156;08L002573;0
S00259;154760;464320;08L002591;120
S00259;154760;464320;08L002592;240
S00259;154760;464320;08L002593;0
S00260;144722;457174;08L002601;60
S00260;144722;457174;08L002602;180
S00260;144722;457174;08L002603;300
S00262;147875;465290;08L002621;120
S00262;147875;465290;08L002622;240
S00262;147875;465290;08L002623;0
S00263;147800;451480;08L002631;60
S00263;147800;451480;08L002632;180
S00263;147800;451480;08L002633;300
S00264;131561;459888;08L002641;140
S00264;131561;459888;08L002642;260
S00264;131561;459888;08L002643;20
S00265;120147;454673;08L002651;120
S00265;120147;454673;08L002652;240
S00265;120147;454673;08L002653;0
S00266;119930;468800;08L002661;140
S00266;119930;468800;08L002662;260
S00266;119930;468800;08L002663;20
S00267;138300;452920;08L002671;60
S00267;138300;452920;08L002672;180
S00267;138300;452920;08L002673;300
S00270;148126;470052;08L002701;120
S00270;148126;470052;08L002702;240
S00270;148126;470052;08L002703;0
S00271;132868;448793;08L002711;30
S00271;132868;448793;08L002712;140
S00271;132868;448793;08L002713;260
S00272;132219;411540;08L002721;70
S00272;132219;411540;08L002722;180
S00272;132219;411540;08L002723;300
S00273;151170;410750;08L002731;30
S00273;151170;410750;08L002732;150
S00273;151170;410750;08L002733;270
S00275;149540;414250;08L002751;30
S00275;149540;414250;08L002752;150
S00275;149540;414250;08L002753;270
S00276;152600;413680;08L002761;30
S00276;152600;413680;08L002762;150
S00276;152600;413680;08L002763;270
S00277;236590;445135;08L002771;30
S00277;236590;445135;08L002772;150
S00277;236590;445135;08L002773;270
S00278;148708;408460;08L002781;30
S00278;148708;408460;08L002782;180
S00278;148708;408460;08L002783;270
S00279;140750;470700;08L002791;60
S00279;140750;470700;08L002792;180
S00279;140750;470700;08L002793;300
S00280;138330;469710;08L002801;60
S00280;138330;469710;08L002802;180
S00280;138330;469710;08L002803;300
S00281;142670;474535;08L002811;40
S00281;142670;474535;08L002812;180
S00281;142670;474535;08L002813;270
S00282;157070;434160;08L002821;90
S00282;157070;434160;08L002822;210
S00282;157070;434160;08L002823;320
S00283;167880;441940;08L002831;140
S00283;167880;441940;08L002832;260
S00283;167880;441940;08L002833;20
S00284;140040;462880;08L002841;90
S00284;140040;462880;08L002842;210
S00284;140040;462880;08L002843;330
S00285;117753;426292;08L002851;60
S00285;117753;426292;08L002852;180
S00285;117753;426292;08L002853;300
S00286;103171;428648;08L002861;90
S00286;103171;428648;08L002862;210
S00286;103171;428648;08L002863;330
S00287;101809;424874;08L002871;90
S00287;101809;424874;08L002872;210
S00287;101809;424874;08L002873;330
S00290;99489;449235;08L002901;60
S00290;99489;449235;08L002902;180
S00290;99489;449235;08L002903;300
S00291;108607;520263;08L002911;90
S00291;108607;520263;08L002912;195
S00291;108607;520263;08L002913;340
S00292;110765;455693;08L002921;100
S00292;110765;455693;08L002922;220
S00292;110765;455693;08L002923;340
S00297;128200;465420;08L002971;110
S00297;128200;465420;08L002972;220
S00297;128200;465420;08L002973;350
S00300;127434;436233;08L003001;60
S00300;127434;436233;08L003002;180
S00300;127434;436233;08L003003;300
S00301;124145;422417;08L003011;80
S00301;124145;422417;08L003012;200
S00301;124145;422417;08L003013;320
S00302;116842;412405;08L003021;70
S00302;116842;412405;08L003022;180
S00302;116842;412405;08L003023;300
S00303;141051;434588;08L003031;90
S00303;141051;434588;08L003032;260
S00304;145494;427314;08L003041;120
S00304;145494;427314;08L003042;240
S00304;145494;427314;08L003043;0
S00306;134552;427287;08L003061;60
S00306;134552;427287;08L003062;180
S00306;134552;427287;08L003063;300
S00308;128168;411579;08L003081;60
S00308;128168;411579;08L003082;180
S00308;128168;411579;08L003083;300
S00309;148857;431783;08L003091;120
S00309;148857;431783;08L003092;240
S00309;148857;431783;08L003093;0
S00310;143260;439060;08L003101;60
S00310;143260;439060;08L003102;180
S00310;143260;439060;08L003103;300
S00311;153440;464503;08L003111;120
S00311;153440;464503;08L003112;240
S00311;153440;464503;08L003113;0
S00314;105500;487661;08L003141;90
S00314;105500;487661;08L003142;210
S00314;105500;487661;08L003143;330
S00315;118640;494100;08L003151;60
S00315;118640;494100;08L003152;180
S00315;118640;494100;08L003153;300
S00317;115110;500580;08L003171;60
S00317;115110;500580;08L003172;180
S00317;115110;500580;08L003173;300
S00318;107600;481070;08L003181;90
S00318;107600;481070;08L003182;210
S00318;107600;481070;08L003183;300
S00321;112050;487280;08L003211;90
S00321;112050;487280;08L003211c;90
S00321;112050;487280;08L003212;210
S00321;112050;487280;08L003212c;210
S00321;112050;487280;08L003213;330
S00321;112050;487280;08L003213c;330
S00322;97972;474475;08L003221;30
S00322;97972;474475;08L003222;150
S00322;97972;474475;08L003223;270
S00323;112584;516305;08L003231;30
S00323;112584;516305;08L003232;150
S00323;112584;516305;08L003233;270
S00325;101967;486806;08L003251;90
S00325;101967;486806;08L003252;210
S00325;101967;486806;08L003253;330
S00327;125757;503759;08L003271;90
S00327;125757;503759;08L003272;210
S00327;125757;503759;08L003273;330
S00328;74678;449055;08L003281;90
S00328;74678;449055;08L003282;210
S00328;74678;449055;08L003283;330
S00330;102665;484700;08L003301;110
S00330;102665;484700;08L003302;230
S00330;102665;484700;08L003303;350
S00331;100320;497310;08L003311;30
S00331;100320;497310;08L003312;120
S00331;100320;497310;08L003313;210
S00332;131634;517106;08L003321;90
S00332;131634;517106;08L003322;210
S00332;131634;517106;08L003323;330
S00333;144352;471905;08L003331;120
S00333;144352;471905;08L003332;240
S00333;144352;471905;08L003333;0
S00334;117126;520573;08L003341;85
S00334;117126;520573;08L003342;210
S00334;117126;520573;08L003343;330
S00335;105842;499142;08L003351;60
S00335;105842;499142;08L003352;180
S00335;105842;499142;08L003353;300
S00337;110829;546208;08L003371;130
S00337;110829;546208;08L003372;220
S00337;110829;546208;08L003373;340
S00338;145644;478717;08L003381;60
S00338;145644;478717;08L003382;180
S00338;145644;478717;08L003383;300
S00339;105722;486594;08L003391;90
S00339;105722;486594;08L003392;210
S00339;105722;486594;08L003393;330
S00340;133197;500759;08L003401;90
S00340;133197;500759;08L003402;210
S00340;133197;500759;08L003403;330
S00341;105213;508015;08L003411;30
S00341;105213;508015;08L003412;150
S00341;105213;508015;08L003413;270
S00342;112384;519094;08L003421;90
S00342;112384;519094;08L003422;210
S00342;112384;519094;08L003423;330
S00343;114007;474777;08L003431;90
S00343;114007;474777;08L003432;210
S00343;114007;474777;08L003433;330
S00344;117340;473360;08L003441;90
S00344;117340;473360;08L003442;190
S00344;117340;473360;08L003443;280
S00345;95261;470115;08L003451;80
S00345;95261;470115;08L003452;200
S00345;95261;470115;08L003453;320
S00346;108883;511834;08L003461;90
S00346;108883;511834;08L003462;210
S00346;108883;511834;08L003463;330
S00347;78800;448700;08L003471;120
S00347;78800;448700;08L003472;240
S00347;78800;448700;08L003473;0
S00349;141145;486505;08L003491;60
S00349;141145;486505;08L003492;180
S00349;141145;486505;08L003493;300
S00351;147369;489548;08L003511;60
S00351;147369;489548;08L003512;180
S00351;147369;489548;08L003513;300
S00352;161120;501890;08L003521;60
S00352;161120;501890;08L003522;180
S00352;161120;501890;08L003523;300
S00354;163620;501210;08L003541;60
S00354;163620;501210;08L003542;180
S00354;163620;501210;08L003543;300
S00356;179580;524780;08L003561;90
S00356;179580;524780;08L003562;240
S00356;179580;524780;08L003563;0
S00358;107942;492665;08L003581;90
S00358;107942;492665;08L003582;210
S00358;107942;492665;08L003583;330
S00360;121600;501104;08L003601;90
S00360;121600;501104;08L003602;210
S00360;121600;501104;08L003603;330
S00361;143680;412080;08L003611;90
S00361;143680;412080;08L003612;270
S00361;143680;412080;08L003613;0
S00362;192110;427170;08L003621;120
S00362;192110;427170;08L003622;240
S00362;192110;427170;08L003623;0
S00363;130749;527964;08L003631;30
S00363;130749;527964;08L003632;160
S00363;130749;527964;08L003633;270
S00365;88942;426851;08L003651;70
S00365;88942;426851;08L003652;190
S00365;88942;426851;08L003653;290
S00366;129050;470800;08L003661;90
S00366;129050;470800;08L003662;220
S00366;129050;470800;08L003663;320
S00368;190925;426000;08L003681;120
S00368;190925;426000;08L003682;240
S00368;190925;426000;08L003683;0
S00370;135892;480958;08L003701;60
S00370;135892;480958;08L003702;180
S00370;135892;480958;08L003703;300
S00372;148775;482405;08L003721;60
S00372;148775;482405;08L003722;180
S00372;148775;482405;08L003723;300
S00373;158250;495570;08L003731;50
S00373;158250;495570;08L003732;230
S00374;96953;464796;08L003741;90
S00374;96953;464796;08L003742;210
S00374;96953;464796;08L003743;330
S00375;158431;504276;08L003751;120
S00375;158431;504276;08L003752;240
S00375;158431;504276;08L003753;0
S00376;74201;446555;08L003761;90
S00376;74201;446555;08L003762;210
S00376;74201;446555;08L003763;330
S00377;148021;522759;08L003771;120
S00377;148021;522759;08L003772;245
S00377;148021;522759;08L003773;0
S00379;100477;481772;08L003791;120
S00379;100477;481772;08L003792;240
S00379;100477;481772;08L003793;20
